"exp","block","plot","plant","seed","trt","gopher","year","taxa","plntmass","seedmass","sds.plt","sdms.plt","sdratio","plts.smp"
"FIRE","F2",13,"P",1,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.21186,0.001164,66.4948453608247,0.0774,0.575635876840696,5
"FIRE","F2",13,"P",1,"CONTROL",1,2003,"HORDEUM_MURINUM",0.31788,0.00198484848484849,79.7340458015267,0.15826,0.991479764440546,5
"FIRE","F2",13,"P",1,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.074,8e-04,28.75,0.023,0.450980392156863,10
"FIRE","F2",13,"P",1,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.22,0.0013,80.7692307692308,0.105,0.91304347826087,2
"FIRE","F2",13,"P",1,"CONTROL",1,2002,"HORDEUM_MURINUM",0.155233333333333,0.001447,69.3158258465791,0.1003,1.82584951456311,3
"FIRE","F2",14,"A",1,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.30642,0.001567,79.6298659859604,0.12478,0.68696322395948,5
"FIRE","F2",14,"A",1,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.42224,0.000956,180.167364016736,0.17224,0.68896,5
"FIRE","F2",14,"A",1,"CONTROL",1,2003,"HORDEUM_MURINUM",1.40004,0.001229,457.314890154597,0.56204,0.670692124105012,5
"FIRE","F2",14,"A",1,"CONTROL",1,2001,"HORDEUM_MURINUM",0.249,0.0012,70,0.084,0.509090909090909,10
"FIRE","F2",14,"A",1,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.09584,9e-04,55.7111111111111,0.05014,1.09715536105033,10
"FIRE","F2",14,"A",1,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.352,7e-04,82.8571428571428,0.058,0.197278911564626,10
"FIRE","F2",14,"A",1,"CONTROL",1,2002,"HORDEUM_MURINUM",0.19181,0.00113,85.4601769911504,0.09657,1.01396472070559,10
"FIRE","F2",14,"A",1,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.338,7e-04,158.571428571429,0.111,0.488986784140969,10
"FIRE","F2",14,"A",1,"CONTROL",1,2002,"BROMUS_MADRITENSIS",0.19593,0.000888,105.619369369369,0.09379,0.918249461523399,10
"FIRE","F2",15,"A",0,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.195,9e-04,61.1111111111111,0.055,0.392857142857143,10
"FIRE","F2",15,"A",0,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.242,0.001,104,0.104,0.753623188405797,5
"FIRE","F2",15,"A",0,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.16581,0.000677,104.638109305761,0.07084,0.745919764136043,10
"FIRE","F2",15,"A",0,"CONTROL",1,2002,"BROMUS_MADRITENSIS",0.28522,0.000915,140.841530054645,0.12887,0.824240486088903,10
"FIRE","F2",15,"A",0,"CONTROL",1,2002,"HORDEUM_MURINUM",0.353966666666667,0.001876,73.9516702203269,0.138733333333333,0.644571782561561,3
"FIRE","F2",15,"A",0,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.31034,0.001178,97.3853989813243,0.11472,0.586443103977098,5
"FIRE","F2",15,"A",0,"CONTROL",1,2003,"HORDEUM_MURINUM",0.54078,0.001738,139.689298043728,0.24278,0.814697986577181,5
"FIRE","F2",15,"A",0,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.2023,0.000629,128.298887122417,0.0807,0.663651315789474,1
"FIRE","F2",16,"P",0,"CONTROL",1,2002,"HORDEUM_MURINUM",0.32312,0.001286,106.905132192846,0.13748,0.740573152337858,5
"FIRE","F2",16,"P",0,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.397,0.000961,138.397502601457,0.133,0.503787878787879,5
"FIRE","F2",16,"P",0,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.24305,0.000798,144.548872180451,0.11535,0.903288958496476,2
"FIRE","F2",16,"P",0,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.11398,0.000688,53.4738372093023,0.03679,0.476616141987304,10
"FIRE","F2",16,"P",0,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.124,0.0018,32.2222222222222,0.058,0.878787878787879,5
"FIRE","F2",16,"P",0,"CONTROL",1,2001,"HORDEUM_MURINUM",0.0577777777777778,0.0011,20.2020202020202,0.0222222222222222,0.625,9
"FIRE","F2",16,"P",0,"CONTROL",1,2003,"HORDEUM_MURINUM",1.92126,0.002168,376.042435424354,0.81526,0.737124773960217,5
"FIRE","F2",16,"P",0,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.043,0.000958904109589041,14.6,0.014,0.482758620689655,10
"FIRE","F3",17,"P",1,"FIRE",1,2001,"BROMUS_HORDEACEUS",0.174,9e-04,55.5555555555556,0.05,0.403225806451613,10
"FIRE","F3",17,"P",1,"FIRE",1,2001,"BROMUS_MADRITENSIS",0.142,0.0017,38.8235294117647,0.066,0.868421052631579,5
"FIRE","F3",17,"P",1,"FIRE",1,2003,"BROMUS_HORDEACEUS",0.3471,0.001274,95.0549450549451,0.1211,0.535840707964602,5
"FIRE","F3",17,"P",1,"FIRE",1,2003,"BROMUS_MADRITENSIS",0.31348,0.001018,172.927308447937,0.17604,1.28084982537835,5
"FIRE","F3",17,"P",1,"FIRE",1,2001,"HORDEUM_MURINUM",0.19,0.0017,44.1176470588235,0.075,0.652173913043478,4
"FIRE","F3",17,"P",1,"FIRE",1,2002,"BROMUS_HORDEACEUS",0.056,0.000989,22.8288956297045,0.0225777777777778,0.675531914893617,9
"FIRE","F3",17,"P",1,"FIRE",1,2003,"HORDEUM_MURINUM",0.385,0.002031,73.3628754308223,0.149,0.63135593220339,5
"FIRE","F3",18,"P",0,"FIRE",1,2001,"HORDEUM_MURINUM",0.243333333333333,0.00219178082191781,48.6666666666667,0.106666666666667,0.780487804878049,3
"FIRE","F3",18,"P",0,"FIRE",1,2002,"BROMUS_HORDEACEUS",0.09705,0.000963,37.6427829698858,0.03625,0.596217105263158,10
"FIRE","F3",18,"P",0,"FIRE",1,2002,"HORDEUM_MURINUM",0.240775,0.001315,76.2357414448669,0.10025,0.713396192848248,4
"FIRE","F3",18,"P",0,"FIRE",1,2001,"BROMUS_MADRITENSIS",0.134,0.0024,33.3333333333333,0.08,1.48148148148148,5
"FIRE","F3",18,"P",0,"FIRE",1,2003,"BROMUS_MADRITENSIS",0.25142,0.000982,143.380855397149,0.1408,1.27282589043573,5
"FIRE","F3",18,"P",0,"FIRE",1,2003,"HORDEUM_MURINUM",2.50318,0.002182,479.000916590284,1.04518,0.716858710562414,5
"FIRE","F3",18,"P",0,"FIRE",1,2003,"BROMUS_HORDEACEUS",0.32262,0.001157,101.037165082109,0.1169,0.568248104219327,5
"FIRE","F3",18,"P",0,"FIRE",1,2001,"BROMUS_HORDEACEUS",0.222,7e-04,57.1428571428571,0.04,0.21978021978022,10
"FIRE","F3",19,"A",0,"FIRE",1,2003,"BROMUS_HORDEACEUS",0.16038,0.001215,85.6131687242798,0.10402,1.84563520227111,5
"FIRE","F3",19,"A",0,"FIRE",1,2003,"BROMUS_MADRITENSIS",0.19252,0.001408,53.7642045454545,0.0757,0.648005478513953,5
"FIRE","F3",19,"A",0,"FIRE",1,2003,"HORDEUM_MURINUM",0.2855,0.001649,75.8762886597938,0.12512,0.780147150517521,5
"FIRE","F3",19,"A",0,"FIRE",1,2001,"HORDEUM_MURINUM",0.313,0.0018,77.7777777777778,0.14,0.809248554913295,10
"FIRE","F3",19,"A",0,"FIRE",1,2002,"BROMUS_HORDEACEUS",0.100825,0.001404,31.3034188034188,0.04395,0.772747252747253,8
"FIRE","F3",19,"A",0,"FIRE",1,2001,"BROMUS_HORDEACEUS",0.251,6e-04,66.6666666666667,0.04,0.18957345971564,10
"FIRE","F3",19,"A",0,"FIRE",1,2001,"BROMUS_MADRITENSIS",0.466,0.002,99,0.198,0.738805970149254,5
"FIRE","F3",19,"A",0,"FIRE",1,2002,"BROMUS_MADRITENSIS",0.1391875,0.001243,55.6114239742558,0.069125,0.986619090098127,8
"FIRE","F1",2,"P",1,"CONTROL",1,2001,"HORDEUM_MURINUM",0.19,0.0021,40,0.084,0.792452830188679,10
"FIRE","F1",2,"P",1,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.1149,0.001503,31.7764471057884,0.04776,0.711349419124218,10
"FIRE","F1",2,"P",1,"CONTROL",1,2002,"BROMUS_MADRITENSIS",0.1424,0.001436,61.525069637883,0.08835,1.63459759481961,2
"FIRE","F1",2,"P",1,"CONTROL",1,2002,"HORDEUM_MURINUM",0.3315,0.001392,94.3965517241379,0.1314,0.656671664167916,2
"FIRE","F1",2,"P",1,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.5538,0.001058,158.601134215501,0.1678,0.434715025906736,5
"FIRE","F1",2,"P",1,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.9162,0.001311,376.964149504195,0.4942,1.17109004739336,5
"FIRE","F1",2,"P",1,"CONTROL",1,2003,"HORDEUM_MURINUM",0.36238,0.001611,106.989447548107,0.17236,0.907062414482686,5
"FIRE","F1",2,"P",1,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.117777777777778,6e-04,57.4074074074074,0.0344444444444444,0.413333333333333,9
"FIRE","F1",2,"P",1,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.089,0.0012,28.3333333333333,0.034,0.618181818181818,10
"FIRE","F3",20,"A",1,"FIRE",1,2001,"HORDEUM_MURINUM",0.242,0.0017,75.2941176470588,0.128,1.12280701754386,5
"FIRE","F3",20,"A",1,"FIRE",1,2002,"BROMUS_HORDEACEUS",0.12629,0.00119,43.9831932773109,0.05234,0.707775524002704,10
"FIRE","F3",20,"A",1,"FIRE",1,2002,"BROMUS_MADRITENSIS",0.201233333333333,0.00143,71.7560217560218,0.102611111111111,1.04044614691302,9
"FIRE","F3",20,"A",1,"FIRE",1,2003,"BROMUS_HORDEACEUS",0.09122,0.001398,26.6094420600858,0.0372,0.688633839318771,5
"FIRE","F3",20,"A",1,"FIRE",1,2003,"BROMUS_MADRITENSIS",0.16632,0.001305,58.4061302681992,0.07622,0.845948945615982,5
"FIRE","F3",20,"A",1,"FIRE",1,2003,"HORDEUM_MURINUM",0.1635,0.001701,42.5396825396825,0.07236,0.793943383805135,5
"FIRE","F3",20,"A",1,"FIRE",1,2001,"BROMUS_HORDEACEUS",0.128,8e-04,37.5,0.03,0.306122448979592,10
"FIRE","F3",20,"A",1,"FIRE",1,2001,"BROMUS_MADRITENSIS",0.266,0.0016,71.25,0.114,0.75,5
"FIRE","F3",21,"P",1,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.044,0.0013,13.8461538461538,0.018,0.692307692307692,10
"FIRE","F3",21,"P",1,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.136,0.001,56,0.056,0.7,5
"FIRE","F3",21,"P",1,"CONTROL",1,2002,"HORDEUM_MURINUM",0.16115,0.001401,54.4254104211278,0.07625,0.89811542991755,2
"FIRE","F3",21,"P",1,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.46698,0.001667,121.763647270546,0.20298,0.768863636363636,5
"FIRE","F3",21,"P",1,"CONTROL",1,2001,"HORDEUM_MURINUM",0.162,0.0014,42.8571428571428,0.06,0.588235294117647,5
"FIRE","F3",21,"P",1,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.14902,0.001081,64.8288621646624,0.07008,0.887762857866734,10
"FIRE","F3",21,"P",1,"CONTROL",1,2003,"HORDEUM_MURINUM",5.96956666666667,0.001899,1205.66965069335,2.28956666666667,0.622164855072464,3
"FIRE","F3",22,"A",1,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.366,0.0015,118.666666666667,0.178,0.946808510638298,5
"FIRE","F3",22,"A",1,"CONTROL",1,2001,"HORDEUM_MURINUM",0.276,0.0016,76.25,0.122,0.792207792207792,5
"FIRE","F3",22,"A",1,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.0196636363636364,0.000781720430107527,8.45454545454546,0.00660909090909091,0.506267409470752,11
"FIRE","F3",22,"A",1,"CONTROL",1,2003,"HORDEUM_MURINUM",0.5978,0.002142,107.399626517274,0.23005,0.62556084296397,2
"FIRE","F3",22,"A",1,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.26214,0.001229,98.6493083807974,0.12124,0.860468417317246,5
"FIRE","F3",22,"A",1,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.362,8e-04,97.5,0.078,0.274647887323944,10
"FIRE","F3",23,"A",0,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.685,0.001,138,0.138,0.252285191956124,10
"FIRE","F3",23,"A",0,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.39,0.0014,125,0.175,0.813953488372093,4
"FIRE","F3",23,"A",0,"CONTROL",1,2002,"BROMUS_MADRITENSIS",0.13836,0.000874,78.4897025171625,0.0686,0.983371559633027,5
"FIRE","F3",23,"A",0,"CONTROL",1,2002,"HORDEUM_MURINUM",0.5832,0.001656,131.461352657005,0.2177,0.59562243502052,1
"FIRE","F3",23,"A",0,"CONTROL",1,2001,"HORDEUM_MURINUM",0.301111111111111,0.0019,64.327485380117,0.122222222222222,0.683229813664596,9
"FIRE","F3",23,"A",0,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.17195,0.000822,84.5377128953772,0.06949,0.678215889127464,10
"FIRE","F3",23,"A",0,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.45298,0.001645,139.197568389058,0.22898,1.02223214285714,5
"FIRE","F3",23,"A",0,"CONTROL",1,2003,"HORDEUM_MURINUM",0.16778,0.001168,65.8561643835616,0.07692,0.846577151661897,5
"FIRE","F3",23,"A",0,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.41138,0.001092,153.278388278388,0.16738,0.685983606557377,5
"FIRE","F3",24,"P",0,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.116,0.0013,32.3076923076923,0.042,0.567567567567568,10
"FIRE","F3",24,"P",0,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.135,0.00102362204724409,63.5,0.065,0.928571428571428,2
"FIRE","F3",24,"P",0,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.0266,0.001039,8.69425729868463,0.00903333333333333,0.514231499051233,12
"FIRE","F3",24,"P",0,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.39434,0.001682,87.0035671819263,0.14634,0.59008064516129,5
"FIRE","F3",24,"P",0,"CONTROL",1,2001,"HORDEUM_MURINUM",0.096,0.0012,31.6666666666667,0.038,0.655172413793104,5
"FIRE","F4",25,"A",0,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.375714285714286,0.0015,90.4761904761905,0.135714285714286,0.56547619047619,7
"FIRE","F4",25,"A",0,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.490275,0.001375,154.442424242424,0.212358333333333,0.764107946026987,12
"FIRE","F4",25,"A",0,"CONTROL",1,2002,"BROMUS_MADRITENSIS",0.57973,0.000856,327.698598130841,0.28051,0.937470757302319,10
"FIRE","F4",25,"A",0,"CONTROL",1,2002,"HORDEUM_MURINUM",1.04421,0.001374,226.142649199418,0.31072,0.423618590573832,10
"FIRE","F4",25,"A",0,"CONTROL",1,2001,"HORDEUM_MURINUM",0.352,0.0018,76.6666666666667,0.138,0.644859813084112,5
"FIRE","F4",25,"A",0,"CONTROL",1,2003,"HORDEUM_MURINUM",0.759,0.002218,136.609558160505,0.303,0.664473684210526,5
"FIRE","F4",25,"A",0,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.32158,0.000822,133.30900243309,0.10958,0.51688679245283,5
"FIRE","F4",25,"A",0,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.36,0.0011,73.6363636363636,0.081,0.290322580645161,10
"FIRE","F4",25,"A",0,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.12472,0.001088,32.5919117647059,0.03546,0.397266412726865,5
"FIRE","F4",26,"P",0,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.146666666666667,8e-04,62.5,0.05,0.517241379310345,3
"FIRE","F4",26,"P",0,"CONTROL",1,2001,"HORDEUM_MURINUM",0.18,0.00176470588235294,51,0.09,1,1
"FIRE","F4",26,"P",0,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.023,0.0009375,9.6,0.009,0.642857142857143,10
"FIRE","F4",26,"P",0,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.3816,0.000897,180.15607580825,0.1616,0.734545454545455,5
"FIRE","F4",26,"P",0,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.94356,0.000649,797.473035439137,0.51756,1.21492957746479,5
"FIRE","F4",26,"P",0,"CONTROL",1,2002,"HORDEUM_MURINUM",0.5068,0.001119,112.153708668454,0.1255,0.329137162339365,1
"FIRE","F4",26,"P",0,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.13605,0.001227,48.5900570497148,0.05962,0.78006018579092,10
"FIRE","F4",26,"P",0,"CONTROL",1,2003,"HORDEUM_MURINUM",1.23695,0.002107,178.90365448505,0.37695,0.438313953488372,2
"FIRE","F4",27,"A",1,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.33,0.0012,86.6666666666667,0.104,0.460176991150443,5
"FIRE","F4",27,"A",1,"CONTROL",1,2001,"HORDEUM_MURINUM",0.496666666666667,0.0017,115.686274509804,0.196666666666667,0.655555555555556,6
"FIRE","F4",27,"A",1,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.51298,0.001502,97.8561917443409,0.14698,0.401584699453552,5
"FIRE","F4",27,"A",1,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.39138,0.000862,196.496519721578,0.16938,0.762972972972973,5
"FIRE","F4",27,"A",1,"CONTROL",1,2003,"HORDEUM_MURINUM",0.28462,0.001701,79.0593768371546,0.13448,0.895697349140802,5
"FIRE","F4",27,"A",1,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.342,0.001,65,0.065,0.234657039711191,10
"FIRE","F4",27,"A",1,"CONTROL",1,2002,"BROMUS_MADRITENSIS",0.2772,0.001616,90.9240924092409,0.146933333333333,1.12794268167861,3
"FIRE","F4",27,"A",1,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.18739,0.001397,56.4280601288475,0.07883,0.726142225497421,10
"FIRE","F4",28,"P",1,"CONTROL",1,2001,"HORDEUM_MURINUM",0.322857142857143,0.0018,75.3968253968254,0.135714285714286,0.725190839694657,7
"FIRE","F4",28,"P",1,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.10569,0.00097,50.680412371134,0.04916,0.869626746860074,10
"FIRE","F4",28,"P",1,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.154,0.0013,47.6923076923077,0.062,0.673913043478261,5
"FIRE","F4",28,"P",1,"CONTROL",1,2003,"HORDEUM_MURINUM",0.9898,0.00193636363636364,232.291079812207,0.4498,0.832962962962963,5
"FIRE","F4",28,"P",1,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.116,0.0012,32.5,0.039,0.506493506493507,10
"FIRE","F4",28,"P",1,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.0457,0.000448387096774194,62,0.0278,1.55307262569832,1
"FIRE","F4",28,"P",1,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.63566,0.000835,231.928143712575,0.19366,0.438144796380091,5
"FIRE","F4",29,"A",1,"FIRE",1,2001,"BROMUS_HORDEACEUS",0.418,0.0011,82.7272727272727,0.091,0.2782874617737,10
"FIRE","F4",29,"A",1,"FIRE",1,2001,"HORDEUM_MURINUM",0.566,0.0024,97.5,0.234,0.704819277108434,5
"FIRE","F4",29,"A",1,"FIRE",1,2002,"BROMUS_HORDEACEUS",0.12426,0.001394,38.1205164992826,0.05314,0.74718785151856,10
"FIRE","F4",29,"A",1,"FIRE",1,2002,"BROMUS_MADRITENSIS",0.4680625,0.000779,262.002567394095,0.2041,0.77321589240896,8
"FIRE","F4",29,"A",1,"FIRE",1,2003,"BROMUS_HORDEACEUS",0.18188,0.001247,54.6110665597434,0.0681,0.598523466338548,5
"FIRE","F4",29,"A",1,"FIRE",1,2003,"BROMUS_MADRITENSIS",0.23754,0.001603,85.0155957579538,0.13628,1.34584238593719,5
"FIRE","F4",29,"A",1,"FIRE",1,2003,"HORDEUM_MURINUM",0.49682,0.002017,108.487853247397,0.21882,0.787122302158274,5
"FIRE","F4",29,"A",1,"FIRE",1,2002,"HORDEUM_MURINUM",0.78756,0.001331,189.00826446281,0.25157,0.469355771562902,10
"FIRE","F4",29,"A",1,"FIRE",1,2001,"BROMUS_MADRITENSIS",0.298,0.0014,88.5714285714286,0.124,0.71264367816092,5
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"BROMUS_MADRITENSIS",0.08324,0.000795,62.4905660377358,0.04968,1.4803337306317,5
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"HORDEUM_MURINUM",0.11,0.00185185185185185,27,0.05,0.833333333333333,1
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"BROMUS_HORDEACEUS",0.11316,0.001276,33.7617554858934,0.04308,0.61472602739726,10
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"HORDEUM_MURINUM",0.7139,0.001158,252.072538860104,0.2919,0.691706161137441,5
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"BROMUS_MADRITENSIS",0.155,0.0011,63.6363636363636,0.07,0.823529411764706,4
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"BROMUS_HORDEACEUS",0.081,0.001,27,0.027,0.5,10
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"BROMUS_HORDEACEUS",0.16154,0.001071,51.9514472455649,0.05564,0.525401322001889,5
"FIRE","F4",30,"P",1,"FIRE",1,2001,"BROMUS_HORDEACEUS",0.141,0.0015,34.6666666666667,0.052,0.584269662921348,10
"FIRE","F4",30,"P",1,"FIRE",1,2001,"BROMUS_MADRITENSIS",0.16,0.0018,40,0.072,0.818181818181818,5
"FIRE","F4",30,"P",1,"FIRE",1,2001,"HORDEUM_MURINUM",0.14,0.0018,32.4074074074074,0.0583333333333333,0.714285714285714,6
"FIRE","F4",30,"P",1,"FIRE",1,2002,"BROMUS_HORDEACEUS",0.13518,0.001252,49.4488817891374,0.06191,0.844957008325372,10
"FIRE","F4",30,"P",1,"FIRE",1,2002,"HORDEUM_MURINUM",0.20215,0.001563,56.3979526551503,0.08815,0.773245614035088,2
"FIRE","F4",30,"P",1,"FIRE",1,2003,"BROMUS_HORDEACEUS",0.15812,0.001318,41.6843702579666,0.05494,0.532467532467532,5
