"jobID","taskID","runID"
888605,9,99
933156,1,45
933156,10,14
933156,11,2
933156,11,7
933156,11,19
933156,11,49
933156,12,53
933156,12,70
933156,13,14
933156,13,34
933156,13,58
933156,14,8
933156,14,94
933156,15,2
933156,15,95
933156,16,5
933156,17,6
933156,17,34
933156,17,70
933156,19,69
933156,19,74
933156,2,73
933156,2,80
933156,2,100
933156,20,81
933156,21,89
933156,24,77
933156,25,9
933156,25,42
933156,25,84
933156,25,90
933156,26,19
933156,27,56
933156,28,2
933156,28,77
933156,29,25
933156,3,29
933156,3,84
933156,30,21
933156,30,73
933156,30,87
933156,32,64
933156,32,86
933156,32,96
933156,33,50
933156,33,62
933156,33,85
933156,35,20
933156,38,47
933156,38,62
933156,4,20
933156,4,55
933156,4,61
933156,4,88
933156,4,89
933156,40,39
933156,40,58
933156,40,71
933156,40,96
933156,41,20
933156,41,55
933156,41,96
933156,42,32
933156,42,34
933156,42,65
933156,45,83
933156,46,33
933156,46,52
933156,48,27
933156,48,43
933156,49,56
933156,5,87
933156,5,99
933156,50,14
933156,50,42
933156,7,39
933156,7,69
933156,8,78
933156,9,75
933630,10,94
933630,10,99
933630,11,2
933630,11,11
933630,11,79
933630,12,10
933630,12,36
933630,13,2
933630,14,12
933630,14,73
933630,15,65
933630,15,76
933630,15,78
933630,16,60
933630,16,97
933630,17,72
933630,17,91
933630,18,43
933630,18,87
933630,18,94
933630,19,77
933630,2,1
933630,2,34
933630,2,64
933630,20,14
933630,20,38
933630,20,60
933630,20,68
933630,21,23
933630,21,54
933630,22,71
933630,23,20
933630,24,34
933630,25,13
933630,25,24
933630,25,57
933630,25,89
933630,27,82
933630,29,70
933630,3,84
933630,3,94
933630,3,98
933630,30,7
933630,30,50
933630,30,82
933630,31,38
933630,31,75
933630,31,94
933630,32,16
933630,32,25
933630,32,56
933630,32,83
933630,33,23
933630,33,78
933630,34,10
933630,34,50
933630,34,81
933630,35,8
933630,35,19
933630,35,29
933630,35,64
933630,35,68
933630,35,87
933630,36,35
933630,37,52
933630,38,49
933630,38,51
933630,4,55
933630,4,79
933630,41,28
933630,42,89
933630,43,13
933630,43,26
933630,44,17
933630,44,51
933630,46,35
933630,48,33
933630,49,25
933630,49,46
933630,49,81
933630,5,20
933630,5,78
933630,50,25
