,Year,PDSI,R
0,800,0.5228043838877623,2.653014074733358
1,801,0.2948734221899201,2.5669473680301134
2,802,0.16960075987687734,2.5196444241697518
3,803,2.7354359298176902,3.4885035092856818
4,804,0.22881305782437028,2.5420029815272547
5,805,-0.43785764719172016,2.290268194779289
6,806,-0.22230562008851706,2.371660617106601
7,807,-1.8797135197751005,1.7458235718566135
8,808,-0.7919196078183507,2.15657443640159
9,809,-6.462846812283893,0.015232931910379117
10,810,-0.43890896920657685,2.289871215699179
11,811,1.7197811525466444,3.104992374264819
12,812,2.4238894488203626,3.3708635914584106
13,813,-0.8863265181688608,2.120926397173518
14,814,0.025752848205227608,2.4653274681428194
15,815,2.500652219616434,3.3998492054821527
16,816,0.2596405400367926,2.553643435506005
17,817,-2.288519065919658,1.5914586414557765
18,818,0.8163493400440693,2.763856618710396
19,819,-3.1511883773231237,1.2657148019466975
20,820,2.068815648719399,3.236787762603671
21,821,5.1657632157158995,4.406194831913368
22,822,3.6565024562439468,3.8362981309272715
23,823,-2.0480251805443412,1.6822691067929088
24,824,-0.8278372040941797,2.14301195589815
25,825,0.4665432441901694,2.6317698744146574
26,826,0.8185084408526507,2.764671894944264
27,827,-0.05656857520645449,2.434242907487303
28,828,1.4601588608778457,3.006959024761805
29,829,0.6335019425285926,2.694813461009521
30,830,-1.6445054753532966,1.8346381042163338
31,831,1.7311489490636318,3.1092848530110224
32,832,1.0322863151419621,2.845394397359237
33,833,-0.5518274277562077,2.2472332178555297
34,834,1.0013111285294822,2.8336981702148587
35,835,-0.4216689644176975,2.2963810396593574
36,836,-0.1680626081878451,2.3921427725855247
37,837,-1.2573202062204296,1.980839220335218
38,838,0.13991163797272646,2.5084338149213745
39,839,-2.956102747430492,1.3393791148812653
40,840,-0.20204281418415526,2.3793118504439454
41,841,-2.5176178621759404,1.5049509605484552
42,842,2.01508477515395,3.216498990505227
43,843,2.552441540432273,3.4194048474704752
44,844,-1.3860758431635478,1.93222110562791
45,845,-0.6159953865752039,2.223003403484187
46,846,2.5459502844657997,3.4169537499133877
47,847,-3.952112335094758,0.9632860013499878
48,848,-0.41101824751105315,2.3004027492215653
49,849,0.5089711713687443,2.6477906551690764
50,850,-0.530124034479109,2.255428416830391
51,851,-0.04461767038997659,2.438755567864886
52,852,0.1776491122360375,2.522683481157799
53,853,0.9285203906627473,2.8062123953994385
54,854,-0.3856168175902242,2.3099943264366742
55,855,-0.060579823533934,2.4327282605488465
56,856,0.25729359654304107,2.5527572298943535
57,857,-0.47813012716986614,2.2750613106566915
58,858,1.2994069353517341,2.9462591149155126
59,859,-0.8384615380767627,2.1390002085252395
60,860,-0.9473892488398995,2.097869116617968
61,861,-0.37604617401901763,2.3136082004232037
62,862,0.9032221830731652,2.7966597949255427
63,863,0.9434036190477454,2.8118323008421537
64,864,-0.23489947130366562,2.3669051802378034
65,865,-5.474420915200221,0.388462444691385
66,866,0.40287897367645803,2.607730252693395
67,867,-3.732255479380427,1.0463039264993905
68,868,-3.430597500870425,1.16020994684748
69,869,0.09981414422544303,2.493293005580792
70,870,0.979758761022342,2.8255599985545445
71,871,-2.375783475331763,1.558507609816381
72,872,-2.903327913209281,1.3593068866258107
73,873,-0.4209172402790119,2.296664890613541
74,874,-0.26348915612752516,2.356109718313086
75,875,-0.622651036802156,2.2204902306719654
76,876,0.34708853225909525,2.5866637879948517
